gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,avg_monthly_spend,num_services,contract_commitment,high_risk_combo,treatment,observed_churn,true_uplift,estimated_uplift,uplift_quintile,segment
Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,7-12mo,55.68888888888889,1,0,0,1,0,-0.2635121266667828,-0.1574307685742058,0,Persuadable (target these)
Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,0-6mo,49.25,1,0,0,1,0,-0.27056805559584546,-0.22361301041923612,0,Persuadable (target these)
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,7-12mo,79.23333333333333,1,0,1,1,0,-0.004350840689818933,-0.2090863794013249,0,Persuadable (target these)
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,4-6yr,18.385714285714286,0,1,0,0,0,-0.02598533694151118,-0.002220293203722216,3,Sure Thing (skip)
Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1-2yr,95.09333333333333,4,0,0,1,1,-0.04546075547898509,-0.13054421344932782,0,Persuadable (target these)
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,608.5,2-4yr,20.283333333333335,0,1,0,1,0,-0.058943713090090666,-0.0037374913177094116,3,Sure Thing (skip)
Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,4-6yr,77.30571428571427,0,2,0,0,0,-0.027643004749651492,0.10032749458556477,4,Sure Thing (skip)
Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,2-4yr,107.44200000000001,5,0,1,1,1,-0.041664088916224,-0.1863365277196174,0,Persuadable (target these)
Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,4-6yr,36.36734693877551,2,1,0,1,0,-0.06945123765383504,-0.013191648533370378,2,Sure Thing (skip)
Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,1-2yr,26.48888888888889,0,0,0,0,0,-0.29585732311207413,-0.022060101071156017,2,Sure Thing (skip)
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,2-4yr,21.284000000000002,0,0,0,0,1,-0.16577830909347618,-0.023069689090569646,2,Sure Thing (skip)
Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,1-2yr,37.29347826086956,3,2,0,1,0,-0.012164265677803824,-0.0011175321049080944,3,Sure Thing (skip)
Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,4-6yr,102.91791044776119,5,2,0,0,0,-0.028250776275796106,-0.012633966180093839,2,Sure Thing (skip)
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,2-4yr,21.695714285714285,0,2,0,0,0,0.0,0.005210945576181963,3,Sure Thing (skip)
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,0-6mo,45.85,0,0,0,0,0,-0.2937663030612627,-0.16980454236657916,0,Persuadable (target these)
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,4-6yr,116.32013888888888,6,2,0,0,0,0.0,-0.0005396909787761459,3,Sure Thing (skip)
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,0-6mo,20.7,0,0,1,1,1,-0.1567707667644659,-0.08941623269864943,1,Persuadable (target these)
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,4-6yr,80.985,1,0,1,1,0,-0.028919735371244214,-0.08492892955669185,1,Persuadable (target these)
Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,7-12mo,52.75,2,1,0,0,0,-0.07943011776699052,-0.1693696083054016,0,Persuadable (target these)
Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,4-6yr,19.37734375,0,2,0,1,0,0.0,0.009559973926290101,3,Sure Thing (skip)
Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,1-2yr,49.12,1,0,1,1,0,-0.2632074897879563,-0.0886027072126225,1,Persuadable (target these)
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,0-6mo,17.95,0,1,0,0,0,-0.05554626193895831,-0.0013068520874125952,3,Sure Thing (skip)
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,1-2yr,76.56538461538462,4,0,1,1,0,-0.3002020382316935,-0.2560380336662772,0,Persuadable (target these)
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,2-4yr,96.7423076923077,3,0,1,0,1,-0.026839996834130693,-0.015602068596564656,2,Lost Cause (skip)
Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,4-6yr,37.67211538461539,2,1,0,1,0,-0.07682146569025883,-0.006559604414901737,2,Sure Thing (skip)
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,0-6mo,20.2,0,0,0,1,0,-0.1280646710478996,-0.03689016456881178,1,Sure Thing (skip)
Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1-2yr,94.99666666666667,2,0,1,1,1,-0.01786207902220241,0.1728459252961857,4,Lost Cause (skip)
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,0-6mo,73.575,0,0,0,0,1,-0.028568414422683958,-0.05936855646590988,1,Persuadable (target these)
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,2-4yr,96.62741935483871,2,0,1,1,0,-0.06654563494870983,-0.032603888804005554,1,Lost Cause (skip)
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,2-4yr,77.61923076923077,1,1,0,0,0,-0.07475123967988545,0.06915658523151605,4,Sure Thing (skip)
Female,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,7-12mo,30.189999999999998,1,0,0,0,0,-0.2696835830260019,-0.09555157142241305,1,Persuadable (target these)
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0-6mo,20.05,0,0,0,0,0,-0.13180674462415265,-0.017161352947144784,2,Sure Thing (skip)
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,0-6mo,97.525,1,0,1,1,1,-0.013362452827618027,0.05817275513771736,4,Lost Cause (skip)
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,0-6mo,14.15,0,1,0,0,0,-0.08388019503362183,-0.002275685912707312,3,Sure Thing (skip)
Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1-2yr,48.723076923076924,3,0,0,1,0,-0.2754767153978065,-0.17504899103621951,0,Persuadable (target these)
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,2-4yr,74.34242424242424,4,1,0,1,0,-0.044767271752756056,-0.039101236998539714,1,Sure Thing (skip)
Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,2-4yr,89.70326086956523,3,1,0,0,0,-0.08487503348373368,0.07279333450060982,4,Sure Thing (skip)
Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,1-2yr,49.95384615384615,3,0,1,0,0,-0.28011856773059857,-0.16602004741576348,0,Persuadable (target these)
Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,2-4yr,109.64189189189189,4,0,0,0,0,-0.025892364025373156,0.054617922848020695,4,Lost Cause (skip)
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,4-6yr,18.750819672131147,0,1,0,1,0,-0.06451146877270102,-0.0030334124291186565,3,Sure Thing (skip)
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,0-6mo,20.8,0,0,0,1,0,-0.17778242783101803,-0.01510004228797622,2,Sure Thing (skip)
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,7-12mo,71.94444444444444,1,0,1,0,0,-0.03488547165110593,-0.3589176335952995,0,Persuadable (target these)
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,0-6mo,69.13333333333334,0,0,0,1,1,-0.03490958145382536,0.020541907917121183,4,Lost Cause (skip)
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,4-6yr,19.76014492753623,0,2,0,0,0,-0.012221086068216314,0.008159337224067625,3,Sure Thing (skip)
Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,4-6yr,20.905645161290323,0,2,0,1,0,-0.018452071381376042,0.0007685003526482163,3,Sure Thing (skip)
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,1-2yr,20.97,0,2,0,1,0,-0.01664518229862201,0.035899632152035024,4,Sure Thing (skip)
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,4-6yr,104.31885245901638,4,1,0,1,0,-0.060595594235204664,-0.01327940825578014,2,Sure Thing (skip)
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0-6mo,24.375,0,1,0,1,0,-0.053363180925454334,0.106365929945831,4,Sure Thing (skip)
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,102.6,6296.75,4-6yr,99.9484126984127,3,2,0,1,0,-0.014566401442850008,0.1341761733837158,4,Sure Thing (skip)
Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,4-6yr,35.648,2,0,0,0,0,-0.28614473392552003,-0.009773463494148114,2,Sure Thing (skip)
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,0-6mo,80.5,1,0,1,0,1,-0.02861468942618313,-0.09391554930680801,1,Persuadable (target these)
Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,4-6yr,74.60428571428572,5,1,0,0,0,-0.08881373888842772,-0.011055713744600668,2,Sure Thing (skip)
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,4-6yr,75.95069444444444,3,2,0,1,0,-0.0028444730916031297,-0.03072787098158761,1,Sure Thing (skip)
Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,1982.6,2-4yr,56.645714285714284,3,0,1,1,0,-0.2800084464568444,-0.06694227748935441,1,Persuadable (target these)
Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,7-12mo,69.35833333333333,3,0,1,1,0,-0.2794045971010366,-0.1372895985482005,0,Persuadable (target these)
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,4-6yr,109.10089285714285,5,1,0,1,0,-0.04558898538608304,-0.03845687488633648,1,Sure Thing (skip)
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,7-12mo,72.61666666666666,0,0,0,0,0,-0.05929223295072372,-0.1819246922305917,0,Persuadable (target these)
Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,2-4yr,53.93055555555556,1,1,0,1,0,-0.08960750804788445,-0.013342691788579136,2,Sure Thing (skip)
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,2-4yr,105.71375,4,1,0,0,0,-0.0558929423201472,-0.060082396449052805,1,Persuadable (target these)
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,0-6mo,19.916666666666668,0,0,0,0,0,-0.15010675282692773,-0.03016845982028979,2,Sure Thing (skip)
Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,2-4yr,104.71,4,1,0,1,0,-0.057447345852121016,0.06583558020937066,4,Sure Thing (skip)
Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,4-6yr,69.80746268656716,4,2,0,1,0,-0.016931906127586684,-0.0034935780657363684,3,Sure Thing (skip)
Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,4-6yr,74.5,4,1,0,1,0,-0.05003469488640103,-0.018536414383454304,2,Sure Thing (skip)
Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,7-12mo,65.44285714285715,2,0,1,0,0,-0.2660104173551332,-0.4387624012757776,0,Persuadable (target these)
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0-6mo,89.48333333333333,3,0,1,1,0,-0.022740265590727095,-0.025503951351556586,2,Lost Cause (skip)
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,2-4yr,100.54642857142856,3,0,1,0,0,-0.03391242687606875,-0.044762016426508344,1,Lost Cause (skip)
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,2-4yr,26.9375,0,0,1,1,0,-0.18161534081421604,-0.0175565620917286,2,Sure Thing (skip)
Female,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,4871.45,4-6yr,91.91415094339622,4,1,0,1,0,-0.048461456879443074,0.09996732181690345,4,Sure Thing (skip)
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,0-6mo,20.349999999999998,0,0,1,0,0,-0.1316740700067361,-0.08612635924342799,1,Persuadable (target these)
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,7-12mo,90.75555555555555,2,0,1,0,0,-0.0203316238202403,0.010103257555998835,3,Lost Cause (skip)
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,4-6yr,18.42013888888889,0,2,0,0,0,-0.023194636410512597,0.002387785638614634,3,Sure Thing (skip)
Male,1,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,2-4yr,86.29130434782608,2,0,1,1,0,-0.01989308409498363,-0.1276833433490752,0,Persuadable (target these)
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,4-6yr,25.43606557377049,0,2,0,0,0,0.0,0.01612171504529652,3,Sure Thing (skip)
Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,4-6yr,71.70092592592593,4,2,0,1,0,0.0,-0.015808074189392993,2,Sure Thing (skip)
Male,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,7-12mo,42.78181818181818,2,1,0,1,1,-0.07314164886341937,0.022129322345667557,4,Sure Thing (skip)
Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,2-4yr,17.99310344827586,0,2,0,1,0,-0.013396818768162077,0.023889138318550773,4,Sure Thing (skip)
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,4-6yr,111.67313432835822,5,1,0,0,0,-0.04879091923284817,0.004578439986838004,3,Sure Thing (skip)
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,4-6yr,100.36530612244897,3,1,0,1,1,-0.059138848928427634,0.0475862282455487,4,Sure Thing (skip)
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,4-6yr,101.73750000000001,4,2,0,0,0,-0.02675991403076912,0.018647666358586078,4,Sure Thing (skip)
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,4-6yr,89.13661971830986,6,2,0,1,0,-0.0037807557245994553,-0.011752672946969685,2,Sure Thing (skip)
Female,1,No,No,44,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,3268.05,2-4yr,74.27386363636364,4,1,0,1,0,-0.051320075492772496,-0.025939703871232962,2,Sure Thing (skip)
Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,2-4yr,61.25121951219513,3,1,0,1,0,-0.05868055655503497,-0.009896658842379436,2,Sure Thing (skip)
Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,7-12mo,54.690909090909095,1,0,0,1,0,-0.2767062260923009,-0.32016576042028905,0,Persuadable (target these)
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,1-2yr,21.484615384615385,0,0,0,0,0,-0.15388058852528594,-0.0021252364925346545,3,Sure Thing (skip)
Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,4-6yr,87.36909090909091,3,2,0,1,0,0.0,0.008685111041462398,3,Sure Thing (skip)
Female,0,No,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501.0,7-12mo,45.54545454545455,1,0,0,0,1,-0.2935103827556902,-0.17619496331870413,0,Persuadable (target these)
Female,0,No,Yes,48,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.55,2108.35,2-4yr,43.92395833333333,3,0,0,0,0,-0.28880981144145673,-0.055847178167001015,1,Persuadable (target these)
Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,2-4yr,82.21451612903226,1,1,0,0,0,-0.059835217297087115,0.05498362872638239,4,Sure Thing (skip)
Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.2,7049.75,4-6yr,111.90079365079364,6,2,0,0,0,0.0,-0.005347007530711927,2,Sure Thing (skip)
Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,4-6yr,65.00081967213114,2,1,0,0,0,-0.08246059755141805,-0.011177742090496531,2,Sure Thing (skip)
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25,1784.5,4-6yr,24.78472222222222,0,2,0,0,0,-0.02965445124648159,0.004564023310089857,3,Sure Thing (skip)
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,4-6yr,111.98301886792453,5,0,0,0,0,-0.06056592761602077,-0.18019536730445435,0,Persuadable (target these)
Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,7-12mo,48.621428571428574,1,0,1,1,0,-0.279509571621201,-0.2352766733349776,0,Persuadable (target these)
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,2-4yr,79.53928571428571,1,0,1,1,0,-0.04677458725809816,-0.2953240913095107,0,Persuadable (target these)
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,1-2yr,74.64375,0,0,1,0,0,-0.03576825165026875,-0.02184280566667246,2,Lost Cause (skip)
Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,7-12mo,67.52142857142857,0,0,1,0,1,-0.02007932715162438,-0.318942330163424,0,Persuadable (target these)
Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,0-6mo,74.05,2,0,1,0,0,-0.28962314081174273,-0.07545580823948861,1,Persuadable (target these)
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,4-6yr,23.429577464788732,0,2,0,1,0,-0.006530769658849532,0.004364467742172352,3,Sure Thing (skip)
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,7-12mo,39.892857142857146,2,0,1,0,0,-0.28449006861627585,-0.15730702364635887,0,Persuadable (target these)
Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,7-12mo,107.55,5,0,1,0,0,-0.019918285273553445,0.06340444582008631,4,Lost Cause (skip)
Male,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,4-6yr,64.13365384615385,6,2,0,0,0,-0.0028730789897798686,-0.0014988493714157176,3,Sure Thing (skip)
Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,4-6yr,67.48673469387755,4,2,0,0,0,-0.02037900544261915,-0.005585454113527039,2,Sure Thing (skip)
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,1-2yr,14.694736842105263,0,1,0,0,0,-0.06252977630100678,0.005425273278768452,3,Sure Thing (skip)
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,0-6mo,85.575,1,0,1,1,1,-0.014343849034192585,-0.01646041462414305,2,Lost Cause (skip)
Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,4-6yr,97.85384615384615,3,0,0,1,1,-0.024099346946188545,-0.060959477157391084,1,Persuadable (target these)
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,1-2yr,85.5695652173913,2,0,1,1,0,-0.05095443086626697,0.09400185140738959,4,Lost Cause (skip)
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,7-12mo,71.60625,0,0,1,1,1,-0.020165729082429258,-0.04958516938320845,1,Lost Cause (skip)
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,4-6yr,104.10923076923078,4,1,0,1,0,-0.07626915933654357,-0.0448431201617199,1,Sure Thing (skip)
Male,0,No,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,108.65,0-6mo,54.325,1,0,1,0,1,-0.25881230395058497,-0.38363563147561874,0,Persuadable (target these)
Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,4-6yr,22.850806451612904,0,2,0,1,0,0.0,0.011837284380898717,3,Sure Thing (skip)
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.85,244.45,0-6mo,81.48333333333333,3,0,0,1,1,-0.025651717861223985,-0.0376694624295687,1,Lost Cause (skip)
